Date,Sentiment_Score,Tweet_Volume,Open,High,Low,Close,Adj Close,Volume,Log_Returns
18/04/2018,0.119157692,126,12597.58008,12640.25,12548.4502,12590.83008,12590.83008,83029000,-0.001861033
19/04/2018,0.073582099,119,12595.61035,12595.61035,12534.62988,12567.41992,12567.41992,70668500,-0.002144338
20/04/2018,0.064091667,117,12555.95996,12585.37012,12490.76953,12540.5,12540.5,111680200,0.002539705
23/04/2018,0.088491154,139,12538.16016,12588.23047,12466.46973,12572.38965,12572.38965,78154600,-0.001717085
24/04/2018,0.07911935,129,12602.41016,12647.16016,12481.2998,12550.82031,12550.82031,106073600,-0.010292798
25/04/2018,0.033237943,156,12456.82031,12484.78027,12312.26953,12422.2998,12422.2998,108576800,0.006272993
26/04/2018,0.05199292,117,12395.90039,12503.21973,12383.9502,12500.46973,12500.46973,119856800,0.006411194
27/04/2018,0.047847959,109,12572.71973,12627.70996,12518.03027,12580.87012,12580.87012,110470000,0.002480076
30/04/2018,0.054725327,114,12606.26953,12622.92969,12563.74023,12612.11035,12612.11035,96521000,0.014963445
02/05/2018,0.060488686,146,12610.78027,12827.54004,12605.37988,12802.25,12802.25,110911800,-0.008794804
03/05/2018,0.02948,115,12775.66016,12798.16016,12665.33008,12690.15039,12690.15039,98817100,0.010149087
04/05/2018,0.077837755,103,12733.19043,12819.59961,12707.86035,12819.59961,12819.59961,99070000,0.009976902
07/05/2018,0.027038846,138,12827.42969,12961.0498,12813.5498,12948.13965,12948.13965,64800000,-0.002778749
08/05/2018,0.05708018,115,12924.23047,12933.66992,12855.08984,12912.20996,12912.20996,95587900,0.002386332
09/05/2018,0.002165278,117,12917.82031,12962.51953,12890.37988,12943.05957,12943.05957,102677600,0.006147348
10/05/2018,0.083672807,123,12975.08984,13034.20996,12928.50977,13022.87012,13022.87012,72155400,-0.001662296
11/05/2018,0.033126705,94,13023,13033.2998,12964,13001.24023,13001.24023,83673800,-0.001811488
14/05/2018,0.070998624,117,13009.83008,13015.09961,12927.24023,12977.70996,12977.70996,77168000,-0.000591182
15/05/2018,0.045453117,128,12947.96973,13006.33984,12918.29004,12970.04004,12970.04004,106592400,0.002024931
16/05/2018,0.047123707,123,12983.49023,13030.75977,12960.53027,12996.33008,12996.33008,104171700,0.009059887
17/05/2018,0.034740496,131,12985.13965,13114.62988,12981.88965,13114.61035,13114.61035,92016400,-0.002816905
18/05/2018,0.116494213,118,13115.62988,13133.19043,13051.12988,13077.71973,13077.71973,124262900,0.007025437
22/05/2018,0.055495417,130,13132.55957,13204.30957,13061.76953,13169.91992,13169.91992,109116500,-0.014769217
23/05/2018,0.050911475,127,13138.83008,13148.0498,12929.90039,12976.83984,12976.83984,105439100,-0.009426388
24/05/2018,0.036300258,140,12955.94043,13006.44043,12801.82031,12855.08984,12855.08984,143763000,0.006429643
25/05/2018,0.032133478,125,12917.15039,13002.46973,12852.16992,12938.00977,12938.00977,104044700,-0.005778742
28/05/2018,0.063210194,111,13016.5498,13040.62988,12828.25977,12863.45996,12863.45996,69766800,-0.015429247
29/05/2018,0.074581385,172,12786.15039,12803.29004,12608.7002,12666.50977,12666.50977,153964500,0.009214113
30/05/2018,0.069134615,124,12693.33008,12783.75977,12663.37012,12783.75977,12783.75977,122609400,-0.014090791
31/05/2018,0.074577273,119,12796.16016,12803.59961,12547.61035,12604.88965,12604.88965,184309000,0.009426351
01/06/2018,-0.017120833,119,12678.07031,12800.4502,12660.79004,12724.26953,12724.26953,123414600,0.003646243
04/06/2018,0.152395109,100,12839.44043,12846.25977,12714.03027,12770.75,12770.75,84511600,0.001281787
05/06/2018,0.089962721,155,12766.16016,12925.24023,12753.2998,12787.12988,12787.12988,107898300,0.003352472
06/06/2018,0.08878254,143,12813.38965,12872.90039,12729.23047,12830.07031,12830.07031,106976800,-0.001483594
07/06/2018,0.126663863,112,12877.84961,12914.84961,12760.54004,12811.0498,12811.0498,94068000,-0.003479611
08/06/2018,0.080614713,158,12668.76953,12795.63965,12610.67969,12766.5498,12766.5498,115025300,0.005963466
11/06/2018,0.05701582,146,12816.32031,12861.9502,12751.66016,12842.91016,12842.91016,108719300,-4.75E-05
12/06/2018,0.063981897,126,12924.03027,12948.51953,12816.07031,12842.2998,12842.2998,100645600,0.003752423
13/06/2018,0.093595789,102,12857.16016,12905.66992,12781.23047,12890.58008,12890.58008,105696700,0.01665722
14/06/2018,0.07417423,127,12806.07031,13135.96973,12800.66016,13107.09961,13107.09961,136091200,-0.007393487
15/06/2018,0.060925862,151,13115.84961,13170.0498,13010.54004,13010.5498,13010.5498,257670500,-0.013654054
18/06/2018,0.058475469,154,12945.53027,12982.91992,12784.48047,12834.11035,12834.11035,89102600,-0.012240678
19/06/2018,0.014473077,143,12647.07031,12708.70996,12594.50977,12677.96973,12677.96973,102502200,0.001355011
20/06/2018,0.107337644,127,12731.66016,12760.2002,12670.78027,12695.16016,12695.16016,89617400,-0.014539828
21/06/2018,0.064359441,159,12699.70996,12719.4502,12472.98047,12511.91016,12511.91016,111154800,0.005404969
22/06/2018,0.057620763,130,12507.71973,12579.71973,12486.25977,12579.71973,12579.71973,83725600,-0.024901812
25/06/2018,-0.014561301,160,12497.48047,12518.88965,12270.33008,12270.33008,12270.33008,98566500,-0.002937421
26/06/2018,0.108884513,118,12333.44043,12355.86035,12188.5,12234.33984,12234.33984,62457100,0.009296796
27/06/2018,0.088764228,133,12247.75,12439.91016,12124.87012,12348.61035,12348.61035,127889100,-0.013975682
28/06/2018,0.047119259,145,12289.80957,12375.37012,12104.41016,12177.23047,12177.23047,107207500,0.010519095
29/06/2018,0.09820283,114,12322.63965,12382.87012,12260.91016,12306,12306,114043400,-0.005527199
02/07/2018,0.134320567,158,12147.94043,12301.92969,12132.71973,12238.16992,12238.16992,93436600,0.009026647
03/07/2018,0.150009434,113,12321.07031,12428.13965,12278.38965,12349.13965,12349.13965,93526400,-0.002556422
04/07/2018,0.085900505,108,12323.75,12350.67969,12284.55957,12317.61035,12317.61035,78417600,0.011837785
05/07/2018,0.143195089,124,12363.0498,12516.50977,12361.86035,12464.29004,12464.29004,114460400,0.002554432
06/07/2018,0.1015,95,12506.26953,12508.08008,12426.40039,12496.16992,12496.16992,123080000,0.003811475
09/07/2018,0.145829478,139,12541.74023,12559.96973,12490.40039,12543.88965,12543.88965,74724300,0.005244557
10/07/2018,0.065621296,122,12580.30957,12639.79004,12530.70996,12609.84961,12609.84961,81853500,-0.015401262
11/07/2018,0.063683036,123,12506.99023,12514.75,12398.46973,12417.12988,12417.12988,84350300,0.006089103
12/07/2018,0.083582008,94,12464.05957,12505.2002,12408.62988,12492.96973,12492.96973,72314800,0.00381572
13/07/2018,0.137591758,100,12549.23047,12583.79004,12499.2998,12540.73047,12540.73047,82980000,0.001616546
16/07/2018,0.083984218,126,12530.98047,12604.24023,12506.99023,12561.01953,12561.01953,97107500,0.007970725
17/07/2018,0.069634348,125,12566.96973,12688.5,12522.0498,12661.54004,12661.54004,91976300,0.008211665
18/07/2018,0.094925676,134,12728.41016,12778.95996,12715.51953,12765.94043,12765.94043,87635000,-0.006258835
19/07/2018,0.03095158,126,12740.67969,12759.41992,12658.37012,12686.29004,12686.29004,75493900,-0.00989168
20/07/2018,0.087117778,103,12664.4502,12706.83984,12469.5,12561.41992,12561.41992,106490300,-0.001023466
23/07/2018,0.08138125,101,12510.23047,12565.12012,12489.33008,12548.57031,12548.57031,65205400,0.011159444
24/07/2018,0.112268827,129,12590.79004,12755.26953,12585.91016,12689.38965,12689.38965,90068800,-0.008711187
25/07/2018,0.043219903,113,12685.67969,12695.12012,12538.12012,12579.33008,12579.33008,80817800,0.018111044
26/07/2018,0.029775212,154,12732.87988,12827.70996,12701.55957,12809.23047,12809.23047,105931000,0.003986811
27/07/2018,0.113966,126,12825.75,12886.83008,12815.12012,12860.40039,12860.40039,95634400,-0.004848302
30/07/2018,0.054993333,107,12822.87012,12848.9502,12798.2002,12798.2002,12798.2002,70725000,0.000570215
31/07/2018,0.095259657,132,12809.74023,12860.58984,12739.83008,12805.5,12805.5,106509800,-0.005359712
01/08/2018,0.140766525,147,12826.7002,12833.11035,12706.33984,12737.0498,12737.0498,93510500,-0.015086855
02/08/2018,0.076862242,166,12617.62988,12619.59961,12493.2002,12546.33008,12546.33008,103271900,0.005518609
03/08/2018,0.097977098,98,12572.61035,12644.51953,12561.62012,12615.75977,12615.75977,79345300,-0.00139207
06/08/2018,0.088635088,171,12631.40039,12715.78027,12538.34961,12598.20996,12598.20996,65599400,0.003959419
07/08/2018,0.065220799,144,12656.87012,12738.53027,12646.16016,12648.19043,12648.19043,87114600,-0.001158971
08/08/2018,0.100329617,165,12622.98047,12704.58008,12586.23047,12633.54004,12633.54004,89371000,0.003363962
09/08/2018,0.09539174,132,12623.13965,12696.51953,12577.33984,12676.11035,12676.11035,71701900,-0.020060922
10/08/2018,0.014193823,163,12574.2002,12585.83008,12390.40039,12424.34961,12424.34961,124410000,-0.005294701
13/08/2018,0.044013603,142,12346.75,12396.86035,12323.2002,12358.74023,12358.74023,92773600,1.05E-05
14/08/2018,0.069194538,125,12444.62988,12461.82031,12294.90039,12358.87012,12358.87012,82021800,-0.015974674
15/08/2018,0.030572314,128,12400.26953,12428.55957,12120.65039,12163.00977,12163.00977,99703000,0.006078675
16/08/2018,0.102905495,100,12202.12988,12251.40039,12168.91992,12237.16992,12237.16992,81469900,-0.002177719
17/08/2018,0.03113427,100,12242.05957,12244.66992,12135.63965,12210.5498,12210.5498,86038300,0.009840414
20/08/2018,0.050259375,123,12263.00977,12373.36035,12245.55957,12331.2998,12331.2998,59670900,0.004304172
21/08/2018,0.017523045,92,12320.55957,12432.66016,12316.34961,12384.49023,12384.49023,68597400,9.77E-05
22/08/2018,0.040612121,107,12355.53027,12438.66016,12345.32031,12385.7002,12385.7002,77192800,-0.001625784
23/08/2018,0.074504348,127,12367.48047,12411.00977,12353.5498,12365.58008,12365.58008,63669000,0.002337589
24/08/2018,0.069749,83,12396.69043,12444.34961,12344.4502,12394.51953,12394.51953,59051400,0.011534321
27/08/2018,0.102325676,83,12462.75,12562.37012,12429.33984,12538.30957,12538.30957,52201900,-0.000868887
28/08/2018,0.055136184,85,12578.65039,12597.01953,12527.41992,12527.41992,12527.41992,72899400,0.00273105
29/08/2018,0.069503175,137,12553.86035,12569.05957,12499.53027,12561.67969,12561.67969,58192500,-0.005383128
30/08/2018,0.06188978,117,12516.5498,12529.2998,12400.12012,12494.24023,12494.24023,73686200,-0.010473915
31/08/2018,0.091373067,141,12418.25977,12426.86035,12348.91016,12364.05957,12364.05957,90277000,-0.001428497
03/09/2018,0.102417073,93,12338.36035,12358.16992,12300.46973,12346.41016,12346.41016,50769600,-0.011092861
04/09/2018,0.043230975,115,12389.45996,12402.87012,12162.70996,12210.20996,12210.20996,84476300,-0.013999842
05/09/2018,0.076776147,119,12161.65039,12167.36035,12035.75977,12040.45996,12040.45996,109489900,-0.007102129
06/09/2018,0.02792418,138,11995.80957,12091.98047,11944.5,11955.25,11955.25,87442600,0.000366289
07/09/2018,0.084018056,118,11960.09961,11990.80957,11888.57031,11959.62988,11959.62988,101789700,0.002230853
10/09/2018,0.105508203,137,11950.5498,12039.21973,11930.2998,11986.33984,11986.33984,80490500,-0.001341618
11/09/2018,0.071446515,117,12013.00977,12017.73047,11865.46973,11970.26953,11970.26953,95920000,0.005168648
12/09/2018,0.106111494,95,11989.26953,12046.66016,11952.49023,12032.2998,12032.2998,112286500,0.001930434
13/09/2018,0.0892125,103,12036.79004,12129.80957,12017.41016,12055.5498,12055.5498,97093400,0.005689065
14/09/2018,0.094145721,84,12109.37012,12134.54004,12075.58008,12124.33008,12124.33008,77747100,-0.002305457
17/09/2018,0.093083761,131,12056.37988,12123.08984,12040.7998,12096.41016,12096.41016,69270000,0.005051513
18/09/2018,0.120839726,82,12097.19043,12184.41016,12064.41016,12157.66992,12157.66992,84144700,0.005033476
19/09/2018,0.116866667,62,12168.2002,12241.13965,12165.08008,12219.01953,12219.01953,98540100,0.008756116
20/09/2018,0.2705,109,12210.9502,12354.37988,12210.57031,12326.48047,12326.48047,110135400,0.008433858
21/09/2018,0.011797761,77,12402.71973,12458.2998,12373.9502,12430.87988,12430.87988,400165400,-0.006461207
24/09/2018,0.051699383,89,12383.41992,12409.95996,12349.2998,12350.82031,12350.82031,74820000,0.001928363
25/09/2018,0.022263934,67,12341.84961,12416.87012,12322.19043,12374.66016,12374.66016,83206800,0.000907047
26/09/2018,0.044514286,80,12395.2002,12395.91992,12329.51953,12385.88965,12385.88965,74964500,0.004004617
27/09/2018,0.105356349,70,12329.40039,12456.69043,12272.65039,12435.58984,12435.58984,89854700,-0.015303509
28/09/2018,0.022774336,123,12381.36035,12394.16016,12190.57031,12246.73047,12246.73047,110639600,0.007508431
01/10/2018,0.102382609,73,12265.88965,12373.29004,12263.09961,12339.03027,12339.03027,76918300,-0.004178429
02/10/2018,0.027948889,102,12229.07031,12310.75977,12203.59961,12287.58008,12287.58008,82307700,-0.003541576
04/10/2018,0.038843478,76,12275.07031,12348.86035,12174.69043,12244.13965,12244.13965,101177000,-0.010858954
05/10/2018,0.018046429,77,12236.29004,12245.41016,12103.5498,12111.90039,12111.90039,94036400,-0.013694866
08/10/2018,0.143167083,89,12044.95996,12072.26953,11938.7998,11947.16016,11947.16016,77268800,0.002512883
09/10/2018,0.055636867,177,11963.62988,11998.63965,11803.19043,11977.21973,11977.21973,77186000,-0.022349842
10/10/2018,-0.013357273,117,11976.7002,11978.7998,11712.26953,11712.5,11712.5,121230000,-0.014893748
11/10/2018,-0.0034556,136,11558.98047,11700.5,11518.55957,11539.34961,11539.34961,142293600,-0.001347607
12/10/2018,0.037408135,92,11691.46973,11693.83984,11514.5498,11523.80957,11523.80957,99171000,0.007809764
15/10/2018,0.010242798,95,11523.80957,11625.01953,11459.08008,11614.16016,11614.16016,71968200,0.013885193
16/10/2018,0.039701493,146,11637.62012,11790.15039,11606.96973,11776.5498,11776.5498,85693600,-0.005237593
17/10/2018,-0.010350575,135,11811.46973,11847.79004,11669.95996,11715.03027,11715.03027,93600200,-0.010798167
18/10/2018,0.028410034,108,11695.19043,11791.21973,11586.32031,11589.20996,11589.20996,97180800,-0.003057499
19/10/2018,-0.026626364,120,11578.84961,11617.28027,11498.69043,11553.83008,11553.83008,128743800,-0.002555684
22/10/2018,0.058446429,107,11665.67969,11677.4502,11497.08984,11524.33984,11524.33984,73772600,-0.021937257
23/10/2018,-0.01385411,164,11367.57031,11394.20996,11228.5,11274.28027,11274.28027,115195200,-0.007357882
24/10/2018,0.020476458,175,11298.65039,11391.94043,11166.83984,11191.62988,11191.62988,117472700,0.010266459
25/10/2018,-0.0159448,133,11098.67969,11324.91992,11078.37012,11307.12012,11307.12012,124100000,-0.009463482
26/10/2018,0.03979587,128,11180.95996,11205.83008,11051.04004,11200.62012,11200.62012,138702800,0.011968527
29/10/2018,0.110441781,161,11270.66992,11444.86035,11218.91992,11335.48047,11335.48047,98716300,-0.004251529
30/10/2018,0.070767266,158,11391.78027,11394.37012,11212.58008,11287.38965,11287.38965,99304800,0.014086076
31/10/2018,0.083402034,141,11417.08984,11499.37988,11391.63965,11447.50977,11447.50977,127284000,0.001835419
01/11/2018,0.081940374,124,11419.61035,11575.42969,11416.36035,11468.54004,11468.54004,98851100,0.00438936
02/11/2018,0.090497196,117,11636.37012,11689.95996,11518.87012,11518.99023,11518.99023,109924000,-0.002088323
05/11/2018,0.019853016,112,11522.33008,11555.96973,11479.19043,11494.95996,11494.95996,69373800,-0.00092432
06/11/2018,0.014085211,80,11518.16992,11528.51953,11436.53027,11484.33984,11484.33984,86750000,0.008217361
07/11/2018,0.06000518,166,11542.08984,11634.80957,11532.33984,11579.09961,11579.09961,85986800,-0.004481818
08/11/2018,0.034689904,122,11629,11648.79004,11503.36035,11527.32031,11527.32031,80629900,0.000159595
09/11/2018,-0.070074752,108,11489.19043,11549.05957,11418.34961,11529.16016,11529.16016,103701100,-0.017827931
12/11/2018,-0.016318307,215,11591.58984,11598.50977,11310.71973,11325.44043,11325.44043,93211100,0.012876876
13/11/2018,-0.002520732,136,11374.11035,11495.69043,11349.94043,11472.21973,11472.21973,100043500,-0.005216538
14/11/2018,-0.032971154,182,11394.75,11566.79004,11314.59961,11412.53027,11412.53027,106400600,-0.005170866
15/11/2018,0.009087065,156,11447.83984,11500.66016,11254.91992,11353.66992,11353.66992,96865000,-0.001116555
16/11/2018,-0.033097799,119,11425.7998,11448.55957,11233.20996,11341,11341,113018300,-0.008541797
19/11/2018,0.003180903,154,11384,11419.5498,11231.58984,11244.54004,11244.54004,78718200,-0.015968273
20/11/2018,-0.014561962,132,11157.65039,11187.16016,11009.25,11066.41016,11066.41016,119967800,0.015935357
21/11/2018,0.019241111,120,11138.25,11257.83008,11113.33984,11244.16992,11244.16992,92605400,-0.009443066
22/11/2018,-0.073764,128,11216.29004,11221.76953,11119.04004,11138.49023,11138.49023,64564400,0.004854226
23/11/2018,-0.022278516,145,11146.5498,11205.99023,11093.51953,11192.69043,11192.69043,63011900,0.014372567
26/11/2018,-0.008928098,178,11315.90039,11390.92969,11301.82031,11354.71973,11354.71973,89434600,-0.004024866
27/11/2018,-0.014810784,153,11380.79004,11400.0498,11264.65039,11309.11035,11309.11035,75453200,-0.000905031
28/11/2018,-0.012461111,146,11355.7998,11358.7998,11279.45996,11298.87988,11298.87988,72950500,-5.75E-05
29/11/2018,0.005174632,147,11377.20996,11403.71973,11275.7002,11298.23047,11298.23047,92388200,-0.00363462
30/11/2018,-0.005845565,133,11311.66016,11315.2998,11208.59961,11257.24023,11257.24023,109013100,0.018327536
03/12/2018,0.10319,143,11534.75,11566.96973,11457.61035,11465.45996,11465.45996,101248500,-0.011415492
04/12/2018,-0.046620247,150,11429.82031,11442.19043,11330.44043,11335.32031,11335.32031,83807700,-0.011988315
05/12/2018,-0.002978571,132,11204.32031,11266.28027,11177.15039,11200.24023,11200.24023,73386400,-0.0353729
06/12/2018,-0.027757857,234,11053.58008,11063.44043,10762.41016,10810.98047,10810.98047,132009900,-0.002119594
07/12/2018,-0.010052273,218,10876.33984,10927.37012,10788.08984,10788.08984,10788.08984,100383400,-0.015508792
10/12/2018,0.014655313,178,10726.16992,10757.73047,10585.76953,10622.07031,10622.07031,119543200,0.014805911
11/12/2018,0.025041412,168,10711.40039,10884.62012,10684.62012,10780.50977,10780.50977,101814600,0.01371927
12/12/2018,0.096008163,156,10832.04004,10971.12012,10815.50977,10929.42969,10929.42969,103230400,-0.000432824
13/12/2018,0.056866186,116,10978.67969,10988.76953,10887.25977,10924.7002,10924.7002,87998300,-0.005408861
14/12/2018,-0.009409592,152,10809.58008,10903.38965,10733.75,10865.76953,10865.76953,81422700,-0.008648678
17/12/2018,0.027134155,147,10852.99023,10886.7998,10700.62012,10772.2002,10772.2002,85598700,-0.002910839
18/12/2018,-0.007582273,120,10744.28027,10841.41992,10714.96973,10740.88965,10740.88965,96287600,0.002354601
19/12/2018,0.0714875,117,10777.41992,10831.44043,10749.5498,10766.20996,10766.20996,96506200,-0.014511936
20/12/2018,-0.021339051,149,10621.17969,10686.37012,10563.44043,10611.09961,10611.09961,122450600,0.002138931
21/12/2018,0.036727972,154,10573.08008,10654.66016,10512.63965,10633.82031,10633.82031,216162200,-0.024013201
27/12/2018,-0.00775885,118,10607.41992,10635.4502,10279.2002,10381.50977,10381.50977,104152600,0.016948468
28/12/2018,0.077288889,83,10452.01953,10586.7998,10431.37988,10558.95996,10558.95996,52604300,0.00200864
